year,subject,question_no,title,total_score,answer,analysis,images
2022,数据结构,41,"已知非空二叉树 T 的结点值均为正整数，采用顺序存储方式保存，数据结构定义如下：
T 中不存在的结点在数组 SqBiTNode 中用 -1 表示。例如，对于下图所示的两棵非空二叉树 T1 和 T2：
T1 的存储结果如下：
T2 的存储结果如下：
请设计一个尽可能高效的算法，判定一棵采用这种方式存储的二叉树是否为二叉搜索树，若是，则返回 true，否则，返回 false，要求：
(1) 给出算法的基本设计思想。
(2) 根据设计思想，采用 C 或 C++ 语言描述算法，关键之处给出注释。",10,,"1）算法的基本设计思想对于采用顺序存储方式保存的二叉树，根结点保存在SqBiTNode[0]中：当某结点保存在SqBiTNode[i]中时，若有左孩子，则其值保存在SqBiTNode[2i+1]中；若有右孩子，则其值保存在SqBiTNode[2i+2]中；若有双亲结点，则其值保存在SqBiTNode[(i-1)/2]中。二叉搜索树需要满足的条件是：任一结点值大于其左子树中的全部结点值，小于其右子树中的全部结点值。中序遍历二叉搜索树得到一个升序序列。使用整型变量val记录中序遍历过程中已遍历结点的最大值，初值为一个负整数，对二叉树进行中序遍历。若当前遍历的结点值小于等于val，则算法返回 false，否则，将val的值更新为当前结点的值。2）算法实现// val 存储中序遍历中访问到的最大值// 返回值：当前子树是否为 BSTboolsolve(SqBiTree*tree,intk,int*val){if(k>=tree->ElemNum){// 空结点returntrue;}// 判断左子树是否为 BSTboolret=solve(tree,2*k+1,val);if(!ret){returnfalse;}intcur_val=tree->SqbiTNode[k];if(cur_val==-1){// 空结点returntrue;}// 判断中序序列是否递增if(cur_val>*val){*val=cur_val;}else{returnfalse;}// 判断右子树是否为 BSTret=solve(tree,2*k+2,val);if(!ret){returnfalse;}returntrue;}",
2022,数据结构,42,"现有 n（n > 100000）个数保存在一维数组 M 中，需要查找 M 中最小的 10 个数，请回答下列问题。
(1) 设计一个完成上述查找任务的算法，要求平均情况下的比较次数尽可能少，简单描述其算法思想，不需要程序实现。
(2) 说明你所设计的算法平均情况下的时间复杂度和空间复杂度。",10,,"【答案 1】定义含 10 个元素的数组 A，初始时元素值均为该数组类型能表示的最大数 MAX。for M 中的每个元素 s
    if (s < A[9]) 丢弃 A[9]并将 s 按升序插入到 A 中；当数据全部扫描完毕，数组 A[0]~A[9]保存的即是最小的 10 个数。【答案 2】定义含 10 个元素的大根堆 H，元素值均为该堆元素类型能表示的最大数 MAX。for M 中的每个元素 s
    if （s < H 的堆顶元素）删除堆顶元素并将 s 插入到 H 中；
当数据全部扫描完毕，堆 H 中保存的即是最小的 10 个数。",
2022,计算机组成原理,43,"某 CPU 中部分数据通路如图所示，其中，GPRs 为通用寄存器组；FR 为标志寄存器，用于存放 ALU 产生的标志信息；带箭头虚线表示控制信号，如控制信号 ReaD. Write 分别表示主存读、主存写，MDRin 表示内部总线上数据写入 MDR，MDRout 表示 MDR 的内容送内部总线。
(1) ALU 的输入端 A. B 及输出端 F 的最高位分别为 A15 、 B15 及 F15 ，FR 中的符号标志和溢出标志分别为 SF 和 OF，则 SF 的逻辑表达式是什么？A 加 B. A 减 B 时 OF 的逻辑表达式分别是什么？要求逻辑表达式的输入变量为 A15、B15 及 F15 。
(2) 为什么要设置暂存器 Y 和 Z？
(3) 若 GPRs 的输入端 rs、rd 分别为所读、写的通用寄存器的编号，则 GPRs 中最多有多少个通用寄存器？rs 和 rd 来自图中的哪个寄存器？已知 GPRs 内部有一个地址译码器和一个多路选择器，rd 应该连接地址译码器还是多路选择器？
(4) 取指令阶段（不考虑 PC 增量操作）的控制信号序列是什么？若从发出主存读命令到主存读出数据并传送到 MDR 共需 5 个时钟周期，则取指令阶段至少需要几个时钟周期？
(5) 图中控制信号由什么部件产生？图中哪些寄存器的输出信号会连到该部件的输入端？",10,,"1）符号标志 SF 表示运算结果的正负性，因此SF=F15​对于加法运算A+B→F，若A、B为负，且F为正，则说明发生溢出：或者，若A、B为正，
且F为负，也说明发生溢出。因此，加运算时，溢出标志OF=A15​​⋅B15​​⋅F15​+A15​⋅B15​⋅F15​​。对于减法运算A−B→F，若A为负、B为正，且F为正，则说明发生溢出：或者，若A为正、B为负，且F为负，也说明发生溢出。因此，减运算时，溢出标志OF=A15​​⋅B15​⋅F15​+A15​⋅B15​​⋅F15​​。2）因为在单总线结构中，每一时刻总线上只有一个数据有效，而 ALU 有两个输入端和一个
输出端。因此，当 ALU 运算时，需要先用暂存器 Y 缓存其中一个输入端的数据，再通过
总线传送另一个输入端的数据。与此同时，ALU 的输出端产生运算结果，但由于总线正
被占用，因此需要暂存器 Z，以缓存 ALU 的输出端数据。3）由图可知，rs 和 rd 都是 4bit，因此 GPRs 中最多有24=16个通用寄存器；rs 和 rd 来自指令寄
存器 IR；rd 表示寄存器编号，应连接地址译码器。4）取指阶段需要根据程序计数器 PC 取出主存中的指令，并将指令写入指令寄存器 R 中。控制
信号序列如下：①PCout,MARin // 将指令的地址写入 MAR②Read // 读主存，并将读出的数据写入 MDR③MDRout,Rin // 将 MDR 的内容写入指令寄存器 R步骤①需要 1 个时钟周期，步骤②需要 5 个时钟周期，步骤③需要 1 个时钟周期，因此取指
令阶段至少需要 7 个时钟周期。5）图中控制信号由控制部件（CU）产生。指令寄存器 IR 和标志寄存器 FR 的输出信号会连
到控制部件的输入端。",
2022,计算机组成原理,44,"假设某磁盘驱动器中有 4 个双面盘片，每个盘面有 20000 个磁道，每个磁道有 500 个扇区，每个扇区可记录 512 字节的数据，盘片转速为 7200rpm（转/分），平均寻道时间为 5ms，请回答下列问题。
(1) 每个扇区包含数据及地址信息，地址信息分为 3 个字段，这 3 个字段的名称格式什么？对于该磁盘，各字段至少占多少位？
(2) 一个扇区的平均访问时间约为多少？
(3) 若采用周期挪用 DMA 方式进行磁盘与主机之间的数据传送，磁盘控制器中的数据缓冲区大小为 64 位，则在一个扇区读写过程中，DMA 控制器向 CPU 发送了多少次总线请求？若 CPU 检测到 DMA 控制器的总线请求信号时也需要访问主存，则 DMA 控制器是否可以获得总线使用权？为什么？",10,,1）参考CHS 地址，三个字段的名称为柱面号（或磁道号）、磁头号（或盘面号）、扇区号。由于每个盘面有 20000 个磁道，因此该磁盘共有 20000 个柱面，柱面号字段至少占⌈log2​20000⌉=15位。由于该磁盘共有 4 个盘片，每个盘片有 2 个盘面，因此磁头号字段至少占log2​(4×2)=3位。由于每个磁道有 500 个扇区，因此扇区号字段至少占⌈log2​500⌉=9位。2）一个扇区的访问时间由寻道时间、延迟时间、传输时间三部分组成。平均寻道时间为 5 ms，平均延迟时间等于磁盘转半圈所需要的时间，平均传输时间等于一个扇区划过磁头下方所需要的时间。该磁盘转一圈的时间为60×103/7200≈8.33ms，因此一个扇区的平均访问时间约为5+8.33/2+8.33/500≈9.18ms3）磁盘控制器中的数据缓冲区每充满一次，DMA 控制器就需要发出一次总线请求，将这 64 bit 数据通过总线传送到主存。因此，在一个扇区读写过程中，DMA 控制器向 CPU 发送了512B/64bit=64次总线请求。由于采用周期挪用DMA 方式，当 CPU 和 DMA 控制器都需要访问主存时，DMA 控制器可以优先获得总线使用权。这是因为一旦磁盘开始读写，就必须按时完成数据传送，否则数据缓冲区中的数据会发生丢失。,
2022,操作系统,45,"某文件系统的磁盘块大小为 4KB，目录项由文件名和索引节点号构成，每个索引节点占 256 字节，其中包含直接地址项 10 个，一级、二级和三级间接地址项各 1 个，每个地址项占 4 字节。该文件系统中子目录 stu 的结构如题 45(a) 图所示，stu 包含子目录 course 和文件 doc，course 子目录包含文件 course1 和 course2。各文件的文件名、索引节点号、占用磁盘块的块号如题 45(b) 图所示。
请回答下列问题。
(1) 目录文件 stu 中每个目录项的内容是什么？
(2) 文件 doc 占用的磁盘块的块号 x 的值是多少？
(3) 若目录文件 course 的内容已在内存，则打开文件 course1 并将其读入内存，需要读几个磁盘块？说明理由。
(4) 若文件 course2 的大小增长到 6MB，为了存取 course2 需要使用该文件索引节点的哪几级间接地址项？说明理由。",10,,"1）在该文件系统中，目录项由文件名和索引结点号构成。由图 a 可知，stu 目录下有两个文
件，分别是 course 和 doc。由图 b 可知，这两个文件分别对应索引结点号 2 和 10。因此，
目录文件 stu 中两个目录项的内容是2）由图 b 可知，文件 doc 和文件 course1 对应的索引结点号都是 10。说明 doc 和 course1 两
个目录项共享同一个索引结点，本质上对应同一个文件。而文件 course1 存储在 30 号磁盘
块，因此文件 doc 占用的磁盘块的块号 x 为 30。3）需要读 2 个磁盘块。先读 course1 的索引结点所在的磁盘块，再读 course1 的内容所在的
磁盘块。目录文件 course 的内容已在内存中，即 coursel、course2 对应的目录项己在内存
中，根据 coursel 对应的目录项可以知道其索引结点号，即可读入 course1 的索引结点所
在的磁盘块：根据 course1 的索引结点可知该文件存储在 30 号磁盘块，因此可再读入
coursel 的内容所在的磁盘块。4）存取 course2 需要使用索引结点的一级和二级间接地址项。6MB 大小的文件需要占用
6MB/4KB=1536 个磁盘块。直接地址项可以记录 10 个磁盘块号，一级间接地址块可以记
录 4KB/4B=1024 个磁盘块号，二级间接地址块可以记录 1024×1024 个磁盘块号，而10+1024<1536<10+1024+1024×1024。因此，6MB 大小的文件，需要使用一级间接地址
项和二级间接地址项（拓展：若文件的总大小超出10+1024+1024×1024块，则还需使
用三级间接地址项）。",
2022,操作系统,46,某进程的两个线程 T1 和 T2 并发执行 A. B. C. D. E 和 F 共 6 个操作，其中 T1 执行 A. E 和 F，T2 执行 B. C 和 D。题 46 图表示上述 6 个操作的执行顺序所必须满足的约束：C 在 A 和 B 完成后执行，D 和 E 在 C 完成后执行，F 在 E 完成后执行。请使用信号量的 wait()、signal() 操作描述 T1 和 T2 之间的同步关系，并说明所用信号量的作用及其初值。,10,,"进程 T1 要依次执行 A、E、F。进程 T2 要执行 B、C、D。由图可知，T2 执行 C 必须在 T1
执行完 A 之后；T1 执行 E 必须在 T2 执行完 C 之后。因此，有两对同步关系。信号量的定义
和同步关系的描述如下：semaphoreAC=0;semaphoreCE=0;T1(){A;signal(AC);wait(CE);E;F;}T2(){B;wait(AC);C;signal(CE);D;}",
2022,计算机网络,47,"某网络拓扑如题 47 图所示，R 为路由器，S 为以太网交换机，AP 是 802.11 接入点，路由器的 E0 接口和 DHCP 服务器的 IP 地址配置如图中所示；H1 与 H2 属于同一个广播域，但不属于同一个冲突域；H2 和 H3 属于同一个冲突域；H4 和 H5 已经接入网络，并通过 DHCP 动态获取了 IP 地址。现有路由器、100BaseT 以太网交换机和 100BaseT 集线器 (Hub) 三类设备各若干台。
请回答下列问题。",10,,"1）设备 1 选择 100 BaseT 以太网交换机，设备 2 选择 100 BaseT 集线器。因为物理层设备既不
能隔离冲突域也不能隔离广播域，链路层设备可以隔离冲突域但不能隔离广播域。2）假设 H2 与 H3 之间的最远距离是 D，根据 CSMA/CD 协议的限制条件：最短帧长 = 总线传播时延 × 数据传输速率 × 2本题中由于使用 100 BaseT 局域网标准，所以数据传输速率为 100Mbps，总线传播时延由
两部分组成，一部分是信号传播时延，另一部分是信号通过设备 2 时产生的额外 1.51μs
时间延迟。代入公式为 64 B = (1.51 us + D / (2 × 10⁸ m/s)) × 100 Mbps × 2，注意单位换算，最终解得 D = 210m。3）M 是 DHCP 发现报文（Discover报文）。路由器 E0 接口能收到封装 M 的以太网帧，由于 H4 发送的 DHCP 发现报文是广播的形式，所以同一个广播域内的所有设备和接口都可
以收到该以太网帧。由于是广播帧，所以目的 MAC 地址是全 1，S 向 DHCP 服务器转发
的封装 M 的以太网帧的目的 MAC 地址是 FF-FF-FF-FF-FF-FF。4）在 H5 收到的帧中，地址 1、地址 2 和地址 3 分别是 00-11-11-11-11-E1、00-11-11-11-11-C1
和 0011-11-11-11-D1。该帧来自 AP，地址 1 代表接收端的地址，地址 2 代表 AP 的地址，
地址 3 是发送端的地址。",
2023,数据结构,41,"已知有向图 G 采用邻接矩阵存储，类型定义如下：
将图中出度大于入度的顶点称为 K 顶点。例如在题 41 图中，顶点 a 和 b 都是 K 顶点。
设计算法int printVertices(MGraph G)对给定任意非空有向图 G，输出 G 中所有 K 顶点的算法，并返回 K 顶点的个数。
(1) 给出算法的设计思想。
(2) 根据算法思想，写出 C/C++ 描述，并注释。",10,,"1）采用邻接矩阵表示有向图时，一行中 1 的个数为该行对应顶点的出度，一列中 1 的个数为该列对应顶点的入度。使用一个初值为 0 的计数器记录 K 顶点的个数。对图 G 的每个顶点，根据邻接矩阵计算其出度 outdegree 和入度 indegree。若 outdegree - indegree > 0，则输出该顶点且计数器加 1。最后返回计数器的值。2）算法实现intprintVertices(MGraphG){// K 顶点的个数intcount=0;for(intv=0;v<numVertices;v++){// v 顶点的入度和出度intindegree=0;intoutdegree=0;// 统计出度for(inti=0;i<numVertices;i++){outdegree+=G.Edge[v][i];}// 统计入度for(inti=0;i<numVertices;i++){indegree+=G.Edge[i][v];}if(outdegree>indegree){printf(""%s "",G.VerticesList[v]);count++;}}returncount;}",
2023,数据结构,42,"对含有 n（n > 0）个记录的文件进行外部排序，采用置换 - 选择排序生成初始归并段时需要使用一个工作，工作区中能保存 m 个记录，请回答下列问题，
(1) 如果文件中由 19 个记录，其关键字是 51, 94, 37, 92, 14, 63, 15, 99, 48, 56, 23, 60, 31, 17, 43, 8, 90, 166, 100；当 m=4 时，可以生成几个初始归并段，各是什么？
(2) 对任意的 m 个（n > m > 0），生成的第一个初始归并段的长度最大值和最小值分别是多少？",10,,1）参考置换选择排序，该题的关键字序列可生成 3 个初始归并段，分别是：37，51，63，92，94，9914，15，23，31，48，56，60，90，1668，17，43，1002）最大值为 n，最小值为 m。,
2023,计算机组成原理,43,"已知计算机 M 字长为 32 位，按字节编址，采用请求调页策略的虚拟存储管理方式，虚拟地址为 32 位，页面大小为 4KB；数据 Cache 采用 4 路组相联映射，数据区大小为 8KB，主存块大小为 32B。现有 C 语言程序段如下：
已知二维数组 a 按行优先存放，在虚拟地址空间中分配的起始地址为 0042 2000H，sizeof(int)=4，假定在 M 上执行上述程序段之前数组 a 不在主存，且在该程序段执行过程中不会发生页面置换。请回答下列问题。
(1) 数组 a 分为几个页面存储？对于数组 a 的访问，会发生几次缺页异常？页故障地址各是什么？
(2) 不考虑变量 i 和 j，该程序段的数据访问是否具有时间局部性？为什么？
(3) 计算机 M 的虚拟地址（A31~A0）中哪几位用作块内地址？哪几位用作 Cache 组号？a[1][0] 的虚拟地址是多少？其所在主存块对应的 Cache 组号是多少？
(4) 数组 a 占用多少主存块？假设上述程序段执行过程中数组 a 的访问不会和其他数据发生 Cache 访问冲突，则数组 a 的 Cache 命中率是多少？若将循环中 i 和 j 的次序按如下方式调换：
则数组 a 的 Cache 命中率又是多少？",10,,"1）数组 a 分布在 2 个页面中。缺页异常次数为 2。两个页故障地址分别是 0042 2000H、0042
3000H。2）该程序段的数据访问没有时间局部性。因为每个数组元素仅访问 1 次。3）虚拟地址中低 5 位 (A4A0) 用作块内地址；低 11 位虚拟地址中高 6 位 (A10A5) 用作 Cache
组号。a[1][0]的虚拟地址为 0042 2000H+1×64×4+0×4=0042 2100H。
a[1][0]所在主存块对应的 Cache 组号为 001000B=8。4）数组 a 占 24×64×4B/32B=192 个主存块。每个主存块存放 32B/4B=8 个数组元素，访问数
组 a 的 Cache 命中率为 (8-1)/8=87.5%。8 行数组元素占 8×64×4B/32B=64 个主存块，分别映射
到 64 个 Cache 组的某 Cache 行，数组 a 共有 24 行，因此每个 Cache 组中只有 24/8=3 个 Cache
行存放数组 a 中的数据，而每个 Cache 组有 4 行，因而不会发生替换，访问数组 a 的 Cache 命
中率为 7/8=87.5%。",
2023,计算机组成原理,44,"上题中 C 程序段在计算机 M 上的部分机器级代码如下，每个机器级代码行中依次包含指令序号、虚拟地址、机器指令和汇编指令。
请回答下列问题。
(1) 第 20 条指令的虚拟地址是多少？
(2) 已知第 2 条 jmp 和第 7 条 jge 都是跳转指令，其操作码分别是 EBH 和 7DH，跳转地址分别为 0040 1084H、0040 10BCH，这两条指令都采用什么寻址方式？给出第 2 条指令 jmp 的跳转目标地址计算过程。
(3) 已知第 19 条 mov 指令的功能是“a[i][j]←10”，其中 ecx 和 edx 为寄存器名，0042 2000H 是数组 a 的首地址，指令中源操作数采用什么寻址方式？已知 edx 中存放的是变量 j，ecx 中存放的是什么？根据该指令的机器码判断计算机 M 采用的是大端还是小端方式。
(4) 第一次执行第 19 条指令时，取指令过程中是否会发生缺页异常？为什么？",10,,"1）第 20 条指令的虚拟地址为 0040 10B9H。2）第 2 条 jmp 和第 7 条 jge 指令都采用相对寻址方式。
第 2 条指令 jmp 的跳转目标地址 = 0040 1079H+2+09H = 0040 1084H。3）第 19 条指令中源操作数采用立即（数）寻址方式。
根据汇编指令中给出的计算公式 ecx+edx*4+00422000h 可知，ecx 中存放的是 i×256。M 采
用小端方式。4）第一次执行第 19 条指令时，取指令过程中不会发生缺页异常。因为第 19 条指令所在的
程序段都在页号为 00401H 的同一个页面中，执行第 19 条指令时，该页已在主存，因而取指
令过程中不会发生缺页异常。",
2023,操作系统,45,"现要求学生使用 swap 指令和布尔型变量 lock 实现临界区互斥。lock 为线程间共享的变量。lock 的值为 TRUE 时线程不能进入临界区，为 FALSE 时线程能够进入临界区。某同学编写的实现临界区互斥的伪代码如题 45(a) 图所示。
(1) 题 45(a) 图中伪代码中哪些语句存在错误？将其改为正确的语句（不增加语句条数）。
(2) 题 45(b) 图中给出了两个变量值的函数 newSwap() 的代码是否可以用函数调用语句“newSwap(&key, &lock)”代替指令“swap key, lock”以实现临界区的互斥？为什么？",10,,"1）进入区中的语句if (key == TRUE) swap key，lock存在错误，修改为while (key ==TRUE) swap key, lock。
退出区中的语句lock=TRUE存在错误，修改为lock=FALSE。2）否。因为多个线程可以并发执行newSwap()，newSwap()执行时传递给形参b的是共享变
量lock的地址，在newSwap()中对lock既有读操作又有写操作，并发执行时不能保证实现两
个变量值的原子交换，从而会导致并发执行的线程同时进入临界区。",
2023,操作系统,46,"进程 P 通过执行系统调用从键盘接收一个字符的输入，已知此过程中与进程 P 相关的操作包括：①将进程 P 插入就绪队列；②将进程 P 插入阻塞队列；③将字符从键盘控制器读入系统缓冲区；④启动键盘中断处理程序；⑤进程 P 从系统调用返回；⑥用户在键盘上输入字符。以上编号①~⑥仅用于标记操作，与操作的先后顺序无关。请回答下列问题。
(1) 按照正确的操作顺序，操作①的前一个和后一个操作分别是上述操作中的哪一个？操作⑥的后一个操作上述操作中的哪一个？
(2) 在上述哪个操作之后 CPU 一定从进程 P 切换到其他进程？在上述哪个操作之后 CPU 调度程序才能选择进程 P 执行？
(3) 完成上述哪个操作的代码属于键盘驱动程序？
(4) 键盘中断处理程序执行时，进程 P 处于什么状态？CPU 处于内核态还是用户态？",10,,1）在操作①的前操作是③，后一个操作是⑤。操作⑥的后一个操作是④。2）在操作②之后 CPU 一定从进程 P 切换到其他进程。在操作①之后 CPU 调度程序才能选中进程 P 执行。3）完成操作③的代码属于键盘驱动程序。4）进程 P 处于阻塞状态。CPU 处于内核态。,
2023,计算机网络,47,"如图，主机 H 登录到 FTP 服务器后，向服务器上传一个大小为 18000B 的文件 F，假设 H 传输 F 建立数据链接时，选择的初始序号为 100，MSS=1000B，拥塞控制的初始阈值是 4MSS，RTT=10ms，忽略 TCP 的传输时延，在 F 的传送过程中，H 以 MSS 段向服务器发送数据，且始终没有错误，丢包和乱序。
(1) FTP 的控制连接是持久的还是非持久的？FTP 的数据连接是持久的还是非持久的？H 登录服务器时，建立的 FTP 连接是数据连接还是控制连接。
(2) H 通过数据连接发送 F 时，F 的第一个字节序号是多少？在断开数据连接的过程中，FTP 发送的第二次挥手的 ACK 序号是？
(3) F 发送过程中，当 H 收到确认序号为 2101 的确认时，H 的拥塞调整为多少？收到确认序号为 7101 的确认段时，H 的拥窗口调整为多少
(4) H 从请求建立数据连接开始，到确认 F 已被服务全部接收为止，至少要多长时间？期间应用层数平均发送速率是多少？",10,,1）FTP 的控制连接是持久的；数据连接是非持久的；H 登录 FTP 服务器时，建立的 TCP 连接是控制连接。2）F 的第 1 个字节的序号是 101；第二次挥手 ACK 段的确认序号是 18102。3）当 H 收到确认序号为 2101 的确认段时，H 的拥塞窗口调整为 3MSS；收到确认序号为 7101 的确认段时，H 的拥塞窗口调整为 5MSS。4）H 从请求建立数据连接开始，到确认 F 已被服务器全部接收为止，至少需要 6RTT=6*10ms=60ms；期间应用层数据平均发送速率是 18000B/60ms=300*10³B/s=0.3MB/s=2.4Mb/s。,
2024,数据结构,41,"2023 年 10 月 26 日，神州十七号载人飞船发射取得圆满成功，再次彰显了中国航天事业的辉煌成就。载人航天工程是包含众多子工程的复杂系统工程，为了保证工程的有序开展，需要明确各子工程的前导工程。以协调各子工程的实施。该问题可以简化、抽象为有向图的拓扑序列问题。已如有向图 G 采用邻接矩阵存储，类型定义如下：
请设计算法：int uniquely(MGraph G)。判定 G 是否存在唯一的拓扑序列，若是则返回 1，否则返回 0。要求：
(1) 给出算法的基本设计思想（4 分）
(2) 根据设计思想，采用 C 或 C++ 语言描述算法，关键之处给出注释（9 分）",10,,"1）算法基本设计思想输出拓扑序列的过程如下：依次从图中选取入度为 0 的点进行输出。确保拓扑序列唯一需要保证如下条件：在输出拓扑序列时，每一次有且仅有一个入度为 0 的顶点。所以这题最直观的思路就是进行 numEdges 轮遍历，如果每轮遍历只有一个顶点的入度为 0，则图中存在唯一的拓扑序列；
否则不存在唯一的拓扑序列。2）算法实现intuniquely(MGraphg){intn=g.numVertices;intinDegrees[MAXV];/* 计算所有顶点的入度 */for(intv=0;v<n;v++){inDegrees[v]=0;for(inti=0;i<n;i++){if(g.Edge[i][v]!=0)inDegrees[v]+=g.Edge[i][v];}}/* 进行 n 轮拓扑删除 */for(intk=0;k<n;k++){intcount0=0;// 入度为 0 的顶点个数intv0=-1;// 本轮唯一可以选择的顶点/* 找所有入度为 0 的顶点 */for(inti=0;i<n;i++){if(inDegrees[i]==0){count0++;v0=i;}}/* 若不是唯一一个，则拓扑序列不唯一 */if(count0!=1){return0;}/* “删除”该顶点：将其入度设为 -1，避免重复选取 */inDegrees[v0]=-1;/* 更新其所有后继节点的入度 */for(intj=0;j<n;j++){if(g.Edge[v0][j]!=0)inDegrees[j]--;}}/* 所有步骤都唯一，拓扑序唯一 */return1;}",
2024,数据结构,42,"将关键字20,3,11,18,9,14,7依次存储到长度为11的散列表HT中，散列函数为H(key)=(key×3)%11，H0为初始散列地址，H1​、H2​、H3​、⋯、Hk​分别为第1次冲突、第2次冲突、第3次冲突、⋯、第k次冲突时探测的地址。Hk​=(H0​+k2)%11。请回答下列问题：
(1) 画出所构造的HT。并计算HT的域装因子（6 分）
(2) 给出在HT中查找关键字 14 的关键字比较序列（2 分）
(3) 在HT中查找关键字 8，确认查找失败时的散列地址是多少？（2 分）",10,,"1）散列表 HT 如下：散列地址0123456789101112关键字11147209318冲突次数1321211装填因子等于散列表中已经被填充的位置的数量除以散列表的总长度，因此本题的填装因子是 7/11。2）查找关键字 14 的比较序列：首先，我们计算 14 的散列地址：H(14)=(14×3)%11=42%11=9。我们查看散列表中索引为 9 的位置，发现哪里存储的是关键字 3，此时产生哈希冲突。由于我们使用的是二次探查，所以计算下一个散列地址：H1​=(H0​+11)%11=(9+1)%11=10。
发现那哪里存储的是关键字 18，再次遇到哈希冲突。继续计算下一个散列地址：H2​=(H0​+22)%11=(9+4)%11=2，找到关键字 14，3）查找关键字 8 失败时的哈希地址计算 8 的散列地址：H(8)=(8×3)%11=24%11=2，索引为 2 的位置发现关键字 18，遇到冲突。使用二次探查，计算下一个散列地址：H1​=(H0​+11)%11=(2+1)%11=3。索引为 3 的位置
存储的是关键字 7，遇到冲突。我们继续使用一次探查，计算下一个散列地址：H2​=(H0​+22)%11=(2+4)%11=6，索引为 6 的位置存储的是关键字 9，遇到冲突。我们继续使用二次探查，计算下一个散列地址：H3​=(H0​+32)%11=(2+9)%11=0。索引为 0 的位置存储的是关键字 11，遇到冲突。我们继续使用二次探查，计算下一个散列地址：H4​=(H0​+42)%11=(2+16)%11=7，发现索引为 7 的位置是空的，确认查找失败，散列地址是 7。",
2024,计算机组成原理,43,"假定计算机 M 字长为 32 位。按字节编址，采用 32 位定长指令字，指令add slli和lw的格式、编码和功能说明如题 43(a) 图所示。
其中R[x]表示通用寄存器x的内容，M[x]表示地址为x的存储单元内容，shamt为移位位数，imm为补码表示的偏移量。题 43(b) 图给出了计算机 M 的部分数据通路及其控制信号（用箭头虚线表示），其中，A和B分别表示从通用寄存器rs1和rs2中读出的内容，IR[31:20]表示指令寄存器中的高12位。控制信号Ext为 0、1 时扩展器分别实现零扩展，符写扩展ALUctr为 000、001、010 时 ALU 分别实现加、减、逻辑左移运算。
请回答下列问题
(1) 计算机 M 最多有多少个通用寄存器？为什么shamt字段占 5 位？（2 分）
(2) 执行add指令时，控制信号ALUBsrc的取值应该是什么？若rs1和rs2寄存器内容分别是8765 4321H和9876 5432H，则add指令执行后，ALU输出端F、OF和CF的结果分别是什么？若设add指令处理的是无符号整数，则应根据哪个标志判断是否溢出（3 分）
(3) 执行slli指令时，控制信号Ext的取值可以是 0 也可以是 1，为什么？（2 分）
(4) 执行lw指令时，控制信号Ext、ALUctr的取值分别是什么？（2 分）
(5) 若一条指令的机器码是A040 A103H，则该指令一定是lw指令，为什么？(2 分）
(6) 若执行该指令时，R[01H]=FFFF A2D0H，则所读取数据的存储地址是多少？(2 分）",10,,"1）从 43 题 (a) 图可以看到，Y 寄存器 rs1 和 rs2 用 5 位表示，所以计算机 M 最多的是 2⁵=32 个寄存器。根据指令R[rd] ← [rs1] << shamt可知，shamt 表示左移。shamt：计算机的机器字长是 32 位，所以 shamt 表示左移的最大范围不能超过 32，所以只需要
5bit 就可以表示对应的范围：log2​32=5。2）ALUBsrc = 0，它的作用是支持 lw 指令和 imm 的偏移（R[rd] ← M[R[rs1]+imm]）F 的计算如下：8765 4321
+ 9876 5432
------------
 11FDB 9753由于计算机的机器字长是 32 位，所以最高位的 1 舍掉，F = 1FDB 9753H:OF是溢出位，我们计算的结果发现确实发生了溢出和进位，所以 OF=1。CF是进位位，计算时发现了最高位有进位，所以 CF=1。溢出的判断方法是，最高位进位（异或）次高位，计算过程发现最高位进位，次高位没有进位，所以 CF 是标志判断是否溢出。3）slli 代表左移指令，slli 指令的高 12 位（即 IR[31:20]）的最高位为 0，因此无论进行零扩展还是符号扩展，都是在高位补 0，效果等价，因此 Ext 可以是 0 也可以是 1。4）R[rd] ← M[R[rs1]+imm]这条指令的意思是，rs1 里的内容加上立即数，等于真正要访问的内存地址。计算偏移地址，偏移地址可正可负，应该使用补码表示。所以是符号扩展，Ext=1，然后表示加法，所以根据 (b) 图可知 ALUctr=000。5）A040 A103H = 1010 0000 0100 0000 1010 0001 0000 0011B，60 位 = 0000011，中间的 1412 位 = 010，
最高的 12 位为 A04H。其他两个指令 add 和 slli 的高 12 位都是 000H，所以该指令一定是 lw 指令。6）A040 A103H = 1010 0000 0100 0000 1010 0001 0000 0011B，60 位 = 000 0011，中间的 1412 位 = 010，
最高的 12 位为 A04。imm 是 31~25，也就是 A404 组（注意是符号扩展）扩展完 1111 1111 1111 1111 1111 1010 0000 0100，十六进制是 FFFF FA04。rs1 里的内容加上立即数，等于真正要访问的内存地址，R[O1H]=FFFF A2DOH，所以 FFFFFA04 + FFFFA2D0 = FFFF9CD4H。",
