year,subject,question_type,question_number,question,options,answer,analysis,images
2017,操作系统,真题,32,系统将数据从磁盘读到内存的过程包括以下操作： ① DMA 控制器发出中断请求 ② 初始化 DMA 控制器并启动磁盘 ③ 从磁盘传输一块数据到内存缓冲区 ④ 执行“DMA 结束”中断服务程序 正确的执行顺序是（ ）。,,B,DMAA.③→①→②→④B.②→③→①→④C.②→①→③→④D.①→②→④→③查看答案与解析收藏正确答案：B在开始DMA传输时，主机向内存写入 DMA 命令块，向 DMA 控制器写入该命令块的地址，启动 I/O 设备。然后，CPU 继续其他工作，DMA 控制器则继续下去直接操作内存总线，将地址放到总线上开始传输。当整个传输完成后，DMA 控制器中断 CPU。因此执行顺序是 ②→③→①→④ 选 B。,
2017,计算机网络,真题,33,假设 OSI 参考模型的应用层欲发送 400B 的数据（无拆分），除物理层和应用层之外，其他各层在封装 PDU 时均引入 20B 的额外开销，则应用层数据传输效率约为（ ）。 OSI模型,,A,OSI模型A.80%B.83%C.87%D.91%查看答案与解析收藏正确答案：AOSI 参考模型共 7 层，除去物理层和应用层，剩五层。它们会向PDU引入 20Bx5 = 100B 的额外开销。应用层是最顶层，所以它的数据传输效率为 400B/500B=80%，选 A。,
2017,计算机网络,真题,34,若信道在无噪声情况下的极限数据传输速率不小于信噪比为 30dB 条件下的极限数据传输速率，则信号状态数至少是（ ）。 奈奎斯特定理,,D,奈奎斯特定理A.4B.8C.16D.32查看答案与解析收藏正确答案：D可用奈奎斯特定理计算无噪声情况下的极限数据传输速率，用香农定理计算有噪信道极限数据传输速率。2Wlog2​N≥Wlog2​(1+S/N)，W是信道带宽，N是信号状态数，S/N是信噪比，将数据代入计算可得N≥32，选 D。（注意 分贝数=10log10​(S/N)。）,
2017,计算机网络,真题,35,在下图所示的网络中，若主机 H 发送一个封装访问 Internet 的 IP 分组的 IEEE 802.11 数据帧 F，则帧 F 的地址 1、地址 2 和地址 3 分别是（ ）。 FInternet00-12-34-56-78-9a00-12-34-56-78-9b00-12-34-56-78-9c FInternet00-12-34-56-78-9a00-12-34-56-78-9b00-12-34-56-78-9c Internet Internet Internet 00-12-34-56-78-9a 00-12-34-56-78-9a 00-12-34-56-78-9a 00-12-34-56-78-9b 00-12-34-56-78-9b 00-12-34-56-78-9b 00-12-34-56-78-9c 00-12-34-56-78-9c 00-12-34-56-78-9c CSMA/CA,,B,"CSMA/CAA.00-12-34-56-78-9a, 00-12-34-56-78-9b, 00-12-34-56-78-9cB.00-12-34-56-78-9b, 00-12-34-56-78-9a, 00-12-34-56-78-9cC.00-12-34-56-78-9b, 00-12-34-56-78-9c, 00-12-34-56-78-9aD.00-12-34-56-78-9a, 00-12-34-56-78-9c, 00-12-34-56-78-9b查看答案与解析收藏正确答案：BIEEE 802.11数据帧有四种子类型，分别是 IBSS、From AP、ToAP、WDS。这里的数据帧 F 是从笔记本电脑发送往访问接入点（AP），所以属于 To AP 子类型。这种帧地址 l 是 RA (BSSID)，地址 2 是 SA，地址 3 是 DA。RA 是 Receiver Address 的缩写，BSSID 是 basic service set identifier 的缩写，SA 是 source address 的缩写，DA 是 destination address 的缩写。因此地址 1 是 AP 的 MAC，地址 2 是 H 的 MAC，地址 3 是 R 的 MAC，选 B。",
2017,计算机网络,真题,36,下列 IP 地址中，只能作为 IP 分组的源 IP 地址但不能作为目的 IP 地址的是（ ）。 网络号和主机号,,A,网络号和主机号A.0.0.0.0B.127.0.0.1C.200.10.10.3D.255.255.255.255查看答案与解析收藏正确答案：A0.0.0.0/32 可以作为本主机在本网络上的源地址。127.0.0.1 是 loopback 地址，以它为目的 IP 地址的数据将被立即返回到本机。200.10.10.3 是 C 类 IP 地址。255.255.255.255 是广播地址。,
2017,计算机网络,真题,37,直接封装 RIP、OSPF、BGP 报文的协议分别是（ ）。 路由协议,,D,路由协议A.TCP、UDP、IPB.TCP、IP、UDPC.UDP、TCP、IPD.UDP、IP、TCP查看答案与解析收藏正确答案：D参考路由协议对比，RIP 是一种分布式的基于距离向量的路由选择协议，通过广播 UDP 报文来交换路由信息。OSPF 是一个内部网关协议，不使用传输协议，如 UDP 或 TCP，而是直接用 IP 包封装它的数据。BGP 是一个外部网关协议，用 TCP 封装它的数据。因此选 D。,
2017,计算机网络,真题,38,若将网络 21.3.0.0/16 划分为 128 个规模相同的子网，则每个子网可分配的最大 IP 地址个数是（ ）。 网络号和主机号,,C,网络号和主机号A.254B.256C.510D.512查看答案与解析收藏正确答案：C这个网络有 16 位的主机号，平均分成 128 个规模相同的子网，每个子网有 7 位的子网号，9 位的主机号。除去一个网络地址和广播地址，可分配的最大 IP 地址个数是 29-2=512-2=510，故选 C。,
2017,计算机网络,真题,39,若甲向乙发起一个 TCP 连接，最大段长 MSS=1KB，RTT=5ms，乙开辟的接收缓存为 64KB，则甲从连接建立成功至发送窗口达到 32KB，需经过的时间至少是（ ）。 TCP拥塞控制,,A,TCP拥塞控制A.25 msB.30 msC.160 msD.165 ms查看答案与解析收藏正确答案：A按照慢开始算法，发送窗口 = min{ 拥塞窗口，接收窗口｝，初始的拥塞窗口为最大报文段长度 1KB 海经过一个 RTT，拥塞窗口翻倍，因此需至少经过 5 个 RTT，发送窗口才能达到 32KB，所以选 A。这里假定乙能及时处理接收到的数据，空闲的接收缓存 ≥ 32KB。,
2017,计算机网络,真题,40,下列关于 FTP 协议的叙述中，错误的是（ ）。,,C,FTPA.数据连接在每次数据传输完毕后就关闭B.控制连接在整个会话期间保持打开状态C.服务器与客户端的 TCP 20 端口建立数据连接D.客户端与服务器的 TCP 21 端口建立控制连接查看答案与解析收藏正确答案：CFTP协议使用控制连接和数据连接，控制连接存在于整个 FTP 会话过程中，数据连接在每次文件传输时才建立，传输结束就关闭，A 和 B 是正确的。默认情况下 FTP 协议使用 TCP 20 端口进行数据连接，TCP 21 端口进行控制连接。但是是否使用 TCP 20 端口建立数据连接与传输模式有关，主动方式使用 TCP20 端口，被动方式由服务器和客户端自行协商决定，C 错，D 对。所以选 C。,
2017,数据结构,真题,41,请设计一个算法，将给定的表达式树（二叉树）转换为等价的中缀表达式（通过括号反映操作符的计算次序）并输出。例如，当下列两棵表达式树作为算法输入时： *+*abc-d+*-abc-d *+*abc-d+*-abc-d,,,,
2017,数据结构,真题,42,"使用 Prim（普里姆）算法求带权连通图的最小（代价）生成树（MST）。请回答下列问题。 (1) 对下列图 G，从顶点 A 开始求 G 的 MST，依次给出按算法选出的边。 AEBCD6544564 AEBCD6544564 (2) 图 G 的 MST 是唯一的吗？ (3) 对任意的带权连通图，满足什么条件时，其 MST 是唯一的？ 最小生成树 1）Prim 算法属于贪心策略。算法从一个任意的顶点开始，一直长大到覆盖图中所有顶点为止。算法每一步在连接树集合 S 中顶点和其他顶点的边中，选择一条使得树的总权重增加最小的边加入集合 S。当算法终止时，S 就是最小生成树。S 中顶点为 A，候选边为 (A,D),(A,B),(A,E)，选择 (A,D) 加入 S。S 中顶点为 A,D，候选边为 (A,B),(A,E),(D,E),(C,D)，选择 (D,E) 加入 S。S 中顶点为 A,D,E，候选边为 (A,B),(C,D),(C,E)，选择 (C,E) 加入 S。S 中顶点为 A,D,E,C，候选边为 (A,B),(B,C)，选择 (B,C) 加入 S。S 就是最小生成树。依次选出的边为 (A,D),(D,E),(C,E),(B,C)（4 分）【评分说明】每正确选对一条边且次序正确，给 1 分。若考生选择的边正确，但次序不完 全正确，酌情给分。2）图 G 的 MST 是唯一的。（2 分）第一小题的最小生成树包括了图中权值最小的四条边，其他边都比这四条边大，所以此图的 MST 唯一。3）当带权连通图的任意一个环中所包含的边的权值均不相同时，其 MST 是唯一的。（2 分）此题不要求回答充分必要条件，所以回答一个限制边权值的充分条件即可。【评分说明】①若考生答案中给出的是其他充分条件，例如“带权连通图的所有边的权值均不相同”，同样给分。②若考生给出的充分条件对图的顶点数和边数做了某些限制，例如，限制了图中顶点的个数（顶点个数少于 3 个）、限制了图的形状（图中没有环）等，则最高给 1 分。③答案部分正确，酌情给分。 1）Prim 算法属于贪心策略。算法从一个任意的顶点开始，一直长大到覆盖图中所有顶点为止。算法每一步在连接树集合 S 中顶点和其他顶点的边中，选择一条使得树的总权重增加最小的边加入集合 S。当算法终止时，S 就是最小生成树。 依次选出的边为 (A,D),(D,E),(C,E),(B,C)（4 分） 【评分说明】每正确选对一条边且次序正确，给 1 分。若考生选择的边正确，但次序不完 全正确，酌情给分。",,,,
2017,计算机组成原理,真题,43,"已知f(n)=∑i=0n​2i=2n+1−1=11⋯1B，计算f(n)的 C 语言函数 f1 如下： intf1(unsignedn){intsum=1,power=1;for(unsignedi=0;i<=n-1;i++){power*=2;sum+=power;}returnsum;} 将 f1 中的 int 都改为 float，可得到计算 f(n) 的另一个函数 f2。假设 unsigned 和 int 型数据都占 32 位，float 采用 IEEE754 单精度标准。请回答下列问题。 (1) 当 n=0 时，f1 会出现死循环，为什么？若将 f1 中的变量 i 和 n 都定义为 int 型，则 f1 是否还会出现死循环？为什么？ (2) f1(23) 和 f2(23) 的返回值是否相等？机器数各是什么（用十六进制表示）？ (3) f1(24) 和 f2(24) 的返回值分别为 33554431 和 33554432.0，为什么不相等？ (4) f(31)=232−1，而 f1(31) 的返回值却为 -1，为什么？若使 f1(n) 的返回值与 f(n) 相等，则最大的 n 是多少？ (5) f2(127) 的机器数为 7F80 0000H，对应的值是什么？若使 f2(n) 的结果不溢出，则最大的 n 是多少？若使 f2(n) 的结果精确（无舍入），则最大的 n 是多少？ 补码IEEE浮点数表示 1）由于i和n是 unsigned 型，故i≤n−l是无符号数比较，n=0时，n−1的机器数为全1，值是232−1，为 unsigned 型可表示的最大数，条件i≤n−1永真，因此出现死循环。（2 分）若i和n改为 int 类型则不会出现死循环。（1 分）因为i≤n−1是带符号整数比较，n=0时，n−1的值是−1，当i=0时条件i≤n−1不成立，此时退出 for 循环。（1 分）2）f1(23) 与 f2(23) 的返回值相等。（1 分）f(23) =223+1−1=224−1，它的二进制形式是24个1。int 占32位，没有溢出。float 有1个符号位，8个指数位，23个底数位，23个底数位可以表示24位的底数。所以两者返回值相等。f1(23) 的机器数是 00FF FFFFH。（1 分）f2(23) 的机器数是 4B7F FFFFH。（1 分）显而易见前者是24个1，即00000000111111111111111111111111(2)​，后者符号位是0， 指数位为23+12710​=100101102​，底数位是111111111111111111111112​。3）当 n=24 时，f(24) = 1 1111 1111 1111 1111 1111 1111 B，而 float 型数只有 24 位有效位，舍入后数值增大，所以 f2(24) 比 f1(24) 大 1。（1 分）【评分说明】只要说明 f2(24) 需舍入处理即可给分。4）显然 f(31) 已超出了 int 型数据的表示范围，用 f1(31) 实现时得到的机器数为 32 个 1，作为 int 型数解释时其值为 -1，即 f1(31) 的返回值为 -1。（1 分）因为 int 型最大可表示数是 0 后面加 31 个 1，故使 f1(n) 的返回值与 f(n) 相等的最大 n 值是 30。（1 分）【评分说明】对于第二问，只要给出 n=30 即可给分。5）IEEE754 标准用“阶码全 1、尾数全 0”表示无穷大。2 返回值为 f1oat 型，机器数 7F800000H 对应的值是+∞。（1 分）当 n=126 时，f(126) =2127−1=1.1…1×2126，对应阶码为 127+126=253，尾数部分舍入后阶码加 1，最终阶码为 254，是 IEEE754 单精度格式表示的最大阶码。故使 2 结果不溢出的最大 n 值为 126。（1 分）当 n=23 时，f(23) 为 24 位 1，f1oat 型数有 24 位有效位，所以不需舍入，结果精确。故使 f2 获得精确结果的最大 n 值为 23。（1 分）【评分说明】对于第二问，只要给出 n=23，即可给分。对于第三问，只要给出 n=126，即可给分。 1）由于i和n是 unsigned 型，故i≤n−l是无符号数比较，n=0时，n−1的机器数为全1，值是232−1，为 unsigned 型可表示的最大数，条件i≤n−1永真，因此出现死循环。（2 分） 若i和n改为 int 类型则不会出现死循环。（1 分） 因为i≤n−1是带符号整数比较，n=0时，n−1的值是−1，当i=0时条件i≤n−1不成立，此时退出 for 循环。（1 分） 2）f1(23) 与 f2(23) 的返回值相等。（1 分）f(23) =223+1−1=224−1，它的二进制形式是24个1。int 占32位，没有溢出。float 有1个符号位，8个指数位，23个底数位，23个底数位可以表示24位的底数。所以两者返回值相等。 f1(23) 的机器数是 00FF FFFFH。（1 分） f2(23) 的机器数是 4B7F FFFFH。（1 分） 显而易见前者是24个1，即00000000111111111111111111111111(2)​，后者符号位是0， 指数位为23+12710​=100101102​，底数位是111111111111111111111112​。 3）当 n=24 时，f(24) = 1 1111 1111 1111 1111 1111 1111 B，而 float 型数只有 24 位有效位，舍入后数值增大，所以 f2(24) 比 f1(24) 大 1。（1 分） 【评分说明】只要说明 f2(24) 需舍入处理即可给分。 4）显然 f(31) 已超出了 int 型数据的表示范围，用 f1(31) 实现时得到的机器数为 32 个 1，作为 int 型数解释时其值为 -1，即 f1(31) 的返回值为 -1。（1 分） 因为 int 型最大可表示数是 0 后面加 31 个 1，故使 f1(n) 的返回值与 f(n) 相等的最大 n 值是 30。（1 分） 【评分说明】对于第二问，只要给出 n=30 即可给分。 5）IEEE754 标准用“阶码全 1、尾数全 0”表示无穷大。2 返回值为 f1oat 型，机器数 7F800000H 对应的值是+∞。（1 分） 当 n=126 时，f(126) =2127−1=1.1…1×2126，对应阶码为 127+126=253，尾数部分舍入后阶码加 1，最终阶码为 254，是 IEEE754 单精度格式表示的最大阶码。故使 2 结果不溢出的最大 n 值为 126。（1 分） 当 n=23 时，f(23) 为 24 位 1，f1oat 型数有 24 位有效位，所以不需舍入，结果精确。故使 f2 获得精确结果的最大 n 值为 23。（1 分） 【评分说明】对于第二问，只要给出 n=23，即可给分。对于第三问，只要给出 n=126，即可给分。",,,,
2017,计算机组成原理,真题,44,在按字节编址的计算机 M 上，题 43 中 f1 的部分源程序（阴影部分）与对应的机器级代码（包括指令的虚拟地址）如下图所示。 其中，机器级代码行包括行号、虚拟地址、机器指令和汇编指令。 请回答下列问题。 (1) 计算机 M 是 RISC 还是 CISC？为什么？ (2) f1 的机器指令代码共占多少字节？要求给出计算过程。 (3) 第 20 条指令 cmp 通过 i 减 n-1 实现对 i 和 n-1 的比较。执行 f1(0) 过程中，当 i=0 时，cmp 指令执行后，进/借位标志 CF 的内容是什么？要求给出计算过程。 (4) 第 23 条指令 shl 通过左移操作实现了 power*2 运算，在 f2 中能否也用 shl 指令实现 power*2？为什么？ 复杂和精简指令集标志寄存器指令操作码 （1）M 为 CISC。（1 分）M 的指令长短不一，不符合 RISC 指令系统特点。（1 分）（2）f1 的机器代码为 96B。（1 分）因为 f1 的第一条指令 “push ebp” 所在的虚拟地址为0040 1020H，最后一条指令 “ret” 所在的虚拟地址为0040 107FH，所以，f1 的机器指令代码长度为：0040 107FH - 0040 1020H + 1 = 60H = 96B（1分）（3）CF = 1。（1 分）cmp指令实现i与n-1的比较功能，进行的是减法运算。在执行 f1(0) 过程中，n=0，当i=0时，i=0000 0000H，并且n-1=FFFF FFFFH。因此，当执行第 20 条指令时，在补码加/减运算器中执行的是 “0 - FFFF FFFFH” 的操作，即：0000 0000H + 0000 0000H + 1 = 0000 0001H。此时，进位输出C=0，减法运算时的借位标志CF = C ⊕ 1 = 1。（2 分）（4）f2 中不能用shl指令实现power * 2。（1 分）因为shl指令用来将一个整数的所有有效位作为一个整体左移；而 f2 中的变量power是 float 型，其机器数中不包含最高有效位，但包含了阶码部分，将其作为一个整体左移时并不能实现 “乘 2” 的功能。因此在 f2 中不能用shl指令实现power * 2。（2 分）浮点数运算比整型运算要复杂，耗时也较长。 （1）M 为 CISC。（1 分）M 的指令长短不一，不符合 RISC 指令系统特点。（1 分） （2）f1 的机器代码为 96B。（1 分）因为 f1 的第一条指令 “push ebp” 所在的虚拟地址为0040 1020H，最后一条指令 “ret” 所在的虚拟地址为0040 107FH，所以，f1 的机器指令代码长度为：0040 107FH - 0040 1020H + 1 = 60H = 96B（1分） （3）CF = 1。（1 分）cmp指令实现i与n-1的比较功能，进行的是减法运算。在执行 f1(0) 过程中，n=0，当i=0时，i=0000 0000H，并且n-1=FFFF FFFFH。因此，当执行第 20 条指令时，在补码加/减运算器中执行的是 “0 - FFFF FFFFH” 的操作，即：0000 0000H + 0000 0000H + 1 = 0000 0001H。此时，进位输出C=0，减法运算时的借位标志CF = C ⊕ 1 = 1。（2 分） （4）f2 中不能用shl指令实现power * 2。（1 分）因为shl指令用来将一个整数的所有有效位作为一个整体左移；而 f2 中的变量power是 float 型，其机器数中不包含最高有效位，但包含了阶码部分，将其作为一个整体左移时并不能实现 “乘 2” 的功能。因此在 f2 中不能用shl指令实现power * 2。（2 分）浮点数运算比整型运算要复杂，耗时也较长。,,,,
2018,数据结构,真题,1,"若栈 S1 中保存整数，栈 S2 中保存运算符，函数 F() 依次执行下述各步操作： 假定 S1 中的操作数依次是 5,8,3,2（2 在栈顶），S2 中的运算符依次是 ×,−,+ （ + 在栈顶）。调用 3 次 F() 后，S1 栈顶保存的值是（ ）。 后序表达式求值 本题考察后序表达式求值，调用三次F()栈中内容如下表所示： 调用三次F()后，S1 的栈顶是15，因此选择B。",,B,"后序表达式求值A.-15B.15C.-20D.20查看答案与解析收藏正确答案：B本题考察后序表达式求值，调用三次F()栈中内容如下表所示：调用次数S1 初始状态（栈底 → 栈顶）S2 初始状态（栈底 → 栈顶）弹出操作数 a, b弹出运算符 op执行运算 b op a运算结果入栈后 S1 状态（栈底 → 栈顶）第一次5, 8, 3, 2×, −, +a=2, b=3+3 + 2 = 55, 8, 5第二次5, 8, 5×, −a=5, b=8−8 − 5 = 35, 3第三次5, 3×a=3, b=5×5 × 3 = 1515调用三次F()后，S1 的栈顶是15，因此选择B。",
2018,数据结构,真题,2,"现有队列 Q 与栈 S，初始时 Q 中的元素依次是 1,2,3,4,5,6（1 在队头），S 为空。若仅允许下列 3 种操作： ① 出队并输出出队元素 ② 出队并将出队元素入栈 ③ 出栈并输出出栈元素 则不可能得到的输出序列是（ ）。 入栈出栈序列",,C,"入栈出栈序列A.1，2，5，6，4，3B.2，3，4，5，6，1C.3，4，5，6，1，2D.6，5，4，3，2，1查看答案与解析收藏正确答案：C本题考察入栈出栈序列：A 的操作顺序：①①②②①①③③。B 的操作顺序：②①①①①①③。D 的操作顺序：②②②②②①③③③③。对于 C：首先输出 3，说明 1 和 2 必须先依次入栈，而此后 2 肯定比 1 先输出，因此无法得到 1,2 的输出顺序。",
2018,数据结构,真题,3,"设有一个12×12的对称矩阵M，将其上三角部分的元素mi,j​(1≤i≤j≤12)按行优先存入 C 语言的一维数组N中，元素m6,6​在N中的下标是（ ）。 特殊矩阵",,A,"特殊矩阵A.50B.51C.55D.66查看答案与解析收藏正确答案：A数组N的下标从0开始，第一个元素m1,1​对应存入n0​，矩阵M的第一行有 12 个元素，第二行有 11 个，第三行有 10 个，第四行有 9 个，第五行有 8 个，所以m6,6​是第 12 + 11 + 10 + 9 + 8 + 1 = 51 个元素，下标应为 50, 故选 A。",
2018,数据结构,真题,4,设一棵非空完全二叉树 T 的所有叶结点均位于同一层，且每个非叶结点都有 2 个子结点。若 T 有 k 个叶结点，则 T 的结点总数是（ ）。 满二叉树,,A,"满二叉树A.2k−1B.2kC.k2D.2k−1查看答案与解析收藏正确答案：A非叶结点的度均为 2, 且所有叶结点都位于同一层的完全二叉树就是满二叉树。对一棵高度为 h 的满二叉树（空树h=0）, 其最后一层全部是叶结点，数量为2h−1; 总结点数为2h−1。因此当2h−1=k时，可以得到2h−1=2k−1。",
2018,数据结构,真题,5,"已知字符集{a, b, c, d, e, f}，若各字符出现的次数分别为 6, 3, 8, 2, 10, 4，则对应字符集中各字符的哈夫曼编码可能是（ ）。 哈夫曼树 构造一棵符合题意的哈夫曼树，如下图所示。 331419689105423 331419689105423 由此可知，左子树为 0, 右子树为 1, 故答案为 A。 这题也可以使用排除法，因为哈夫曼编码是前缀编码，所以任意编码都不能是另一个编码的前缀，根据这一点可以排除掉 B、C 选项。 D 选项也是错误的，因为字符 e 的出现次数为 10 很高，它不能哈夫曼编码长度最短，这不合理。",,A,"哈夫曼树A.00, 1011, 01, 1010, 11, 100B.00, 100, 110, 000, 0010, 01C.10, 1011, 11, 0011, 00, 010D.0011, 10, 11, 0010, 01, 000查看答案与解析收藏正确答案：A构造一棵符合题意的哈夫曼树，如下图所示。331419689105423由此可知，左子树为 0, 右子树为 1, 故答案为 A。这题也可以使用排除法，因为哈夫曼编码是前缀编码，所以任意编码都不能是另一个编码的前缀，根据这一点可以排除掉 B、C 选项。
D 选项也是错误的，因为字符 e 的出现次数为 10 很高，它不能哈夫曼编码长度最短，这不合理。",
2018,数据结构,真题,6,已知二叉排序树如下图所示，元素之间应满足的大小关系是（ ）。 二叉排序树,,C,"二叉排序树A.x1​<x2​<x3​B.x1​<x4​<x5​C.x3​<x5​<x4​D.x4​<x3​<x5​查看答案与解析收藏正确答案：C根据二叉排序树的特性：中序遍历（LNR）得到的是一个递增序列。图中二叉排序树的中序遍历序列为xi​,x3​,x5​,x4​,x2​, 可知x3​<x5​<x4​。",data\images\2018_DS_06_1.svg
2018,数据结构,真题,7,下列选项中，不是如下有向图的拓扑序列的是（ ） 153642 153642 拓扑排序,,D,"拓扑排序A.1, 5, 2, 3, 6, 4B.5, 1, 2, 6, 3, 4C.5, 1, 2, 3, 6, 4D.5, 2, 1, 6, 3, 4查看答案与解析收藏正确答案：D拓扑排序每次选取入度为 0 的结点输出，经观察不难发现拓扑序列前两位一定是 1,5 或 5,1（因为只有 1 和 5 的入度均为 0，且其他结点都不满足仅有 1 或仅有 5 作为前驱）。因此 D 显然错误。",
2018,数据结构,真题,8,高度为 5 的 3 阶 B 树含有的关键字个数至少是（ ）,,B,B树A.15B.31C.62D.242查看答案与解析收藏正确答案：Bm阶B 树的基本性质：根结点以外的非叶结点最少含有⌈m/2⌉−1个关键字，代入m=3得到每个非叶结点中最少包含 1 个关键字，而根结点含有 1 个关键字，因此所有非叶结点都有两个孩子。此时其树形与 h=5 的满二叉树相同，可求得关键字最少为 31 个。,
2018,数据结构,真题,9,"现有长度为 7、初始为空的散列表 HT，散列函数 H(k) = k % 7，用线性探测再散列法解决冲突。将关键字 22, 43, 15 依次插人到 HT 后，查找成功的平均查找长度是（ ） 散列表平均查找长度 可以构造得到如下的 HT： 成功时的平均查找长度 = (1+2+3)/3 = 2。",,C,散列表平均查找长度A.1.5B.1.6C.2D.3查看答案与解析收藏正确答案：C可以构造得到如下的 HT：下标0123456关键词224315成功时的平均查找长度 = (1+2+3)/3 = 2。,
2018,数据结构,真题,10,"对初始数据序列 (8, 3, 9, 11, 2, 1, 4, 7, 5, 10, 6) 进行希尔排序。若第一趟排序结果为 (1, 3, 7, 5, 2, 6, 4, 9, 11, 10, 8)，第二趟排序结果为 (1, 2, 6, 4, 3, 7, 5, 8, 11, 10, 9)，则两趟排序采用的增量（间隔）依次是（ ）。 排序算法希尔排序",,D,"排序算法希尔排序A.3,1B.3,2C.5,2D.5,3查看答案与解析收藏正确答案：D参考希尔排序，可以观察到，第一次排序后的数组沿 gap=5 有序，第二次排序后数组沿 gap=3 有序，所以答案选择 D。",
2018,数据结构,真题,11,"在将数据序列 (6, 1, 5, 9, 8, 4, 7) 建成大根堆时，正确的序列变化过程是（）。 堆的概念 参考构造初始堆，该题的堆变化过程如下图所示： 61598476179845697184596718459871645从结点 5 开始堆化从结点 1 堆化交换5 和 7交换1 和 9从结点 6 堆化交换6 和 8继续向子结点递归交换6 和 8 61598476179845697184596718459871645从结点 5 开始堆化从结点 1 堆化交换5 和 7交换1 和 9从结点 6 堆化交换6 和 8继续向子结点递归交换6 和 8",,A,"堆的概念A.6,1,7,9,8,4,5 → 6,9,7,1,8,4,5 → 9,6,7,1,8,4,5 → 9,8,7,1,6,4,5B.6,9,5,1,8,4,7 → 6,9,7,1,8,4,5 → 9,6,7,1,8,4,5 → 9,8,7,1,6,4,5C.6,9,5,1,8,4,7 → 9,6,5,1,8,4,7 → 9,6,7,1,8,4,5 → 9,8,7,1,6,4,5D.6,1,7,9,8,4,5 → 7,1,6,9,8,4,5 → 7,9,6,1,8,4,5 → 9,7,6,1,8,4,5 → 9,8,6,1,7,4,5查看答案与解析收藏正确答案：A参考构造初始堆，该题的堆变化过程如下图所示：61598476179845697184596718459871645从结点 5 开始堆化从结点 1 堆化交换5 和 7交换1 和 9从结点 6 堆化交换6 和 8继续向子结点递归交换6 和 8答案选择 A。",
2018,计算机组成原理,真题,12,冯诺依曼结构计算机中数据采用二进制编码表示，其主要原因是（）。 Ⅰ.二进制的运算规则简单 Ⅱ.制造两个稳态的物理器件较容易 Ⅲ.便于用逻辑门电路实现算术运算 计算机体系结构,,D,"计算机体系结构A.仅Ⅰ、ⅡB.仅Ⅰ、ⅢC.仅Ⅱ、ⅢD.Ⅰ、Ⅱ和Ⅲ查看答案与解析收藏正确答案：D对于 I，二进制由千只有 0,1 两种数值，运算规则较简单，都是通过 ALU 部件转换成加法运算。对于 II，二进制只需要高电平和低电平两个状态就可以表示，这样的物理器件很容易制造。对于 III, 二进制与逻辑量相吻合。二进制的 0 和 1 正好与逻辑量的“真”和“假”相对应，因此用二进制数表示二值逻辑显得十分自然，采用逻辑门电路很容易实现运算。",
2018,计算机组成原理,真题,13,假定带符号整数采用补码表示，若 int 型变量 x 和 y 的机器数分别是 FFFF FFDFH 和 0000 0041H，则 x、y 的值以及 x-y 的机器数分别是（ ）。 补码类型转换,,C,补码类型转换A.x=-65，y=41，x-y 的机器数溢出B.x=-33，y=65，x-y 的机器数为 FFFFFF9DHC.x=-33，y=65，x-y 的机器数为 FFFFFF9EHD.x=-65，y=41，x-y 的机器数为 FFFFFF96H查看答案与解析收藏正确答案：C利用补码转换成原码的规则：负数符号位不变数值位取反加 1；正数补码等于原码。两个机器数对应的原码是 [x]原 = 80000021H，对应的数值是 -33，[y]原=[y]补=00000041H=65。排除 A、D 选项。x-y 直接利用补码减法准则，[x]补-[y]补 =[x]补+[-y]补，-y 的补码是连同符号位取反加 1，最终减法变成加法，得出结果为 FFFFFF9EH。,
2018,计算机组成原理,真题,14,IEEE 754 单精度浮点格式表示的数中，最小的规格化正数是 ( ) IEEE浮点数表示,,A,IEEE浮点数表示A.1.0×2−126B.1.0×2−127C.1.0×2−128D.1.0×2−149查看答案与解析收藏正确答案：AIEEE754单精度浮点数的符号位、阶码位、尾数位（省去正数位 1）所占的位数分别是 1、8、23 位。最小正数，数符位取 0，移码的取值范围是 1~254，取 1，得阶码值 1-127=-126（127 为我们规定的偏置值），尾数取全 0，最终推出最小规格化正数为 A 选项。,
2018,计算机组成原理,真题,15,某 32 位计算机按字节编址，采用小端（Little Endian）方式。若语句int i=0对应指令的机器代码为C7 45 FC 00 00 00 00，则语句int i=-64对应指令的机器代码是（ ）。,,A,"大小端A.C7 45 FC C0 FF FF FFB.C7 45 FC 0C FF FF FFC.C7 45 FC FF FF FF C0D.C7 45 FC FF FF FF 0C查看答案与解析收藏正确答案：A按字节编址，采用小端序，低位的数据存储在低地址位、高位的数据存储在高地址位，并且按照一个字节相对不变的顺序存储。由题意知机器代码的地址是递减的，存储 0 的位数是后 32 位，那么我们只需要把 -64 的补码按字节存储在其中即可，而 -64 表示成 32 位的十六进制数是 FFFFFF CO, 根据小端方式的特点，高字节存储在低地址，就是 CO FF FF FF, 故选 A。",
2018,计算机组成原理,真题,16,整数 x 的机器数为 11011000，分别对 x 进行逻辑右移 1 位和算术右移 1 位操作，得到的机器数各是（ ）。 逻辑移位,,B,"逻辑移位A.1110 1100、1110 1100B.0110 1100、1110 1100C.1110 1100、0110 1100D.0110 1100、0110 1100查看答案与解析收藏正确答案：B逻辑移位：左移和右移空位都补 0, 并且所有数字参与移动。算术移位：符号位不参与移动，右移空位补符号位，左移空位补 0。根据该规则，轻松选出 B 选项。",
